,src,tgt,tag,loss
0,fpvure,fpvured,V;PST,0.9929912
5836,flft,flftted,V;PST,1.477662
5837,lise,liseed,V;PST,1.436287
5838,praftnt,praftnted,V;PST,1.0474718
5839,fook,fooked,V;PST,0.7580953
5840,dhixlme,dhixlmed,V;PST,1.1800084
5841,nran,nraned,V;PST,1.2839254
5842,cnmpwehgnd,cnmpwehgnded,V;PST,2.5664542
5843,twqse,twqsed,V;PST,0.9367338
5844,station,stationed,V;PST,0.7071074
5845,swivel,swiveled,V;PST,0.7578757
5846,battom,battomed,V;PST,0.7908835
5847,crowl,crowled,V;PST,0.7217483
5848,pzaqtime,pzaqtimed,V;PST,1.730757
5849,occur,occurred,V;PST,0.75349337
5850,dhop,dhopped,V;PST,1.3082011
5851,graxt,graxted,V;PST,0.7902129
5852,uulhz,uulhzed,V;PST,1.3087568
5853,ohyvt,ohyvted,V;PST,1.2363938
5854,subqfnt,subqfnted,V;PST,1.9905536
5855,bpastom,bpastomed,V;PST,0.7220637
5856,pblae,pblaed,V;PST,0.805855
5857,okngment,okngmented,V;PST,1.452657
5858,jnik,jniked,V;PST,0.95922434
5859,sweeten,sweetened,V;PST,0.77229553
5860,sqifth,sqifthed,V;PST,1.9418937
5861,nestle,nestled,V;PST,0.69543165
5862,rhaml,rhamled,V;PST,0.9350672
5863,breitre,breitred,V;PST,0.7654035
5864,dcqpurb,dcqpurbed,V;PST,2.231611
5865,gxnly,gxnlyed,V;PST,1.5528748
5866,ovudwhicm,ovudwhicmed,V;PST,1.7945155
5867,kgm,kgmd,V;PST,2.3974862
5868,ianic,ianicked,V;PST,0.7516111
5869,sejawk,sejawked,V;PST,1.7730111
5870,spefb,spefbed,V;PST,0.8808154
5871,evaysmfe,evaysmfed,V;PST,1.8210232
5872,hjlqroate,hjlqroated,V;PST,1.9213779
5873,trtw,trtwed,V;PST,0.91259533
5874,seize,seized,V;PST,0.75610864
5875,xlrz,xlrzed,V;PST,2.8401694
5876,hrat,hrated,V;PST,1.0579041
5877,mkcbze,mkcbzed,V;PST,3.1334407
5878,stunt,stunted,V;PST,0.7137364
5879,tow,towed,V;PST,0.6942912
5880,rewejd,rewejded,V;PST,1.1964624
5881,hahdqe,hahdqed,V;PST,1.7708217
5882,slop,slopped,V;PST,0.72512794
5883,rytdeme,rytdemed,V;PST,1.0412217
5884,fangy,fangied,V;PST,0.8213862
5885,ebeaq,ebeaqed,V;PST,1.1937804
5886,clamp,clamped,V;PST,0.6853555
5887,rfacy,rfacyed,V;PST,1.5560459
5888,chirf,chirfed,V;PST,1.3231686
5889,clnkh,clnkhed,V;PST,1.1770694
5890,ranx,ranxed,V;PST,1.0968726
5891,glowdfy,glowdfied,V;PST,1.1822022
5892,uwnr,uwnrd,V;PST,1.8472008
5893,rcir,rcirred,V;PST,0.8232961
5894,asyure,asyured,V;PST,1.0566919
5895,crfsk,crfskd,V;PST,1.9818897
5896,cineiper,cineipered,V;PST,0.84816664
5897,cmrfort,cmrforted,V;PST,2.1396422
5898,coke,coked,V;PST,0.71232957
5899,sjuy,sjuyed,V;PST,1.2914575
5900,allot,allotted,V;PST,0.9564487
5901,defend,defended,V;PST,0.7354197
5902,ezpioie,ezpioied,V;PST,1.1437777
5903,molgm,molgmed,V;PST,1.2407441
5904,tibhpen,tibhpened,V;PST,1.6790893
5905,belcv,belcved,V;PST,0.84325576
5906,prekorm,prekormed,V;PST,1.13825
5907,somertault,somertaulted,V;PST,1.0858223
5908,eumor,eumored,V;PST,0.9019217
5909,rksposd,rksposded,V;PST,1.6656406
5910,drvczss,drvczssed,V;PST,2.6353478
5911,pafy,pafied,V;PST,0.78758776
5912,cce,cced,V;PST,1.2659748
5913,surzqy,surzqyed,V;PST,1.8844591
5914,cfumble,cfumbled,V;PST,0.84002036
5915,jettasin,jettasined,V;PST,0.96786207
5916,service,serviced,V;PST,0.7329549
5917,asxp,asxpd,V;PST,2.3660524
5918,cojproys,cojproysed,V;PST,1.3046212
5919,flag,flagged,V;PST,0.695264
5920,squbre,squbred,V;PST,1.3419474
5921,gwgad,gwgaded,V;PST,1.0635972
5922,ofskate,ofskated,V;PST,1.0863005
5923,pemkxge,pemkxged,V;PST,1.4678605
5924,sqioosh,sqiooshed,V;PST,1.301632
5925,gnkb,gnkbed,V;PST,2.7442431
5926,kjss,kjssed,V;PST,2.2727
5927,stwcek,stwceked,V;PST,0.99839115
5928,xile,xiled,V;PST,1.0562396
5929,tbwcbce,tbwcbced,V;PST,2.1571093
5930,bungu,bungued,V;PST,0.9625769
5931,pvdksae,pvdksaed,V;PST,2.6414566
5932,tenzdhgne,tenzdhgned,V;PST,2.12531
5933,cgvhnvl,cgvhnvled,V;PST,1.9759401
5934,wrigyh,wrigyhed,V;PST,1.3516091
5935,taamuqe,taamuqed,V;PST,1.1480489
5936,rnsrqave,rnsrqaved,V;PST,2.116985
5937,byfafh,byfafhed,V;PST,1.2747376
5938,syphm,syphmmed,V;PST,1.259119
5939,wqzse,wqzsed,V;PST,1.8476439
5940,pdjtzhe,pdjtzhed,V;PST,1.599954
5941,dkgert,dkgerted,V;PST,1.5070547
5942,comptte,comptted,V;PST,1.9067328
5943,loyden,loydened,V;PST,1.2115176
5944,seow,seowed,V;PST,0.84362906
5945,sfld,sflded,V;PST,0.9844991
5946,frobt,frobted,V;PST,1.3021295
5947,guzzle,guzzled,V;PST,0.8579133
5948,dearhn,dearhned,V;PST,1.0398828
5949,gzasannee,gzasanneed,V;PST,1.9661508
5950,nioke,nioked,V;PST,0.9349376
5951,walzww,walzwwed,V;PST,1.5736214
5952,homfit,homfitted,V;PST,1.5743014
5953,duocourage,duocouraged,V;PST,1.3585324
5954,hcflep,hcflepped,V;PST,1.1433057
5955,oppress,oppressed,V;PST,0.81141585
5956,pedux,peduxed,V;PST,1.0121462
5957,drddie,drddied,V;PST,1.3499479
5958,cugwizn,cugwizned,V;PST,1.1993706
5959,btqk,btqked,V;PST,1.7702221
5960,rock,rocked,V;PST,0.6968149
5961,hkdtoe,hkdtoed,V;PST,2.3341827
5962,nouydive,nouydived,V;PST,1.6312088
5963,drbll,drblled,V;PST,1.315849
5964,adclnt,adclnted,V;PST,1.59106
5965,uuerx,uuerxd,V;PST,2.8114626
5966,rxnuz,rxnuzd,V;PST,2.0024421
5967,hack,hacked,V;PST,0.6887917
5968,snore,snored,V;PST,0.7144802
5969,ivng,ivnged,V;PST,1.2349846
5970,mos,mosed,V;PST,1.1708829
5971,chfm,chfmed,V;PST,1.4138151
5972,nareate,nareated,V;PST,0.7241563
5973,pone,poned,V;PST,0.7612169
5974,lumn,lumned,V;PST,0.8174915
5975,vvrd,vvrded,V;PST,1.1322409
5976,cluoter,cluotered,V;PST,0.82191736
5977,iitinivnte,iitinivnted,V;PST,2.0884156
5978,vacwfion,vacwfioned,V;PST,1.4064828
5979,rtmbue,rtmbued,V;PST,1.6765045
5980,rzumst,rzumsted,V;PST,1.03226
5981,satd,satd,V;PST,1.3156995
5982,shofldar,shofldared,V;PST,1.2701052
5983,sfsrch,sfsrched,V;PST,1.921505
5984,improvise,improvised,V;PST,0.7281797
5985,fjud,fjuded,V;PST,1.4844582
5986,wdlcome,wdlcomed,V;PST,1.7461399
5987,peiszvere,peiszvered,V;PST,1.30748
5988,sfrzle,sfrzled,V;PST,1.5113906
5989,rebver,rebvered,V;PST,1.0448866
5990,rjqete,rjqeted,V;PST,1.7200993
5991,ripext,ripexted,V;PST,1.0285897
5992,dhft,dhftted,V;PST,1.6267092
5993,strsamlxne,strsamlxned,V;PST,1.654158
5994,uotst,uotsted,V;PST,0.74043596
5995,petex,petexed,V;PST,1.1311255
5996,tnxp,tnxpped,V;PST,1.1497211
5997,markbt,markbted,V;PST,1.0808556
5998,cfip,cfipped,V;PST,0.7830116
5999,powl,powled,V;PST,0.7455772
6000,edyrcrse,edyrcrsed,V;PST,1.4190272
6001,pavl,pavld,V;PST,1.6132501
6002,cpnsest,cpnsested,V;PST,1.451657
6003,amount,amounted,V;PST,1.6264547
6004,tyrk,tyrked,V;PST,0.8446695
6005,jruqh,jruqhed,V;PST,2.269558
6006,svrmp,svrmpped,V;PST,1.3098402
6007,ikagive,ikagived,V;PST,1.5158796
6008,detoct,detocted,V;PST,0.7725596
6009,cuff,cuffed,V;PST,0.70590395
6010,roguhaje,roguhajed,V;PST,1.2605693
6011,coutcnt,coutcnted,V;PST,1.232483
6012,fetther,fetthered,V;PST,0.73475784
6013,molb,molbed,V;PST,1.586461
6014,supjgess,supjgessed,V;PST,1.5621848
6015,precide,precided,V;PST,0.74439293
6016,tqe,tqeted,V;PST,1.4574292
6017,ufip,ufipped,V;PST,0.7491118
6018,plymope,plymoped,V;PST,0.9444343
6019,mxgqv,mxgqvked,V;PST,3.2766907
6020,ctit,ctit,V;PST,1.2070093
6021,rewuwe,rewuwed,V;PST,1.0009438
6022,cxngesgrate,cxngesgrated,V;PST,1.5505903
6023,yuhlww,yuhlwwed,V;PST,1.901998
6024,kegahd,kegahded,V;PST,1.4650093
6025,pyzqa,pyzqaed,V;PST,1.5850389
6026,ekiue,ekiued,V;PST,1.0186092
6027,mvtc,mvtcd,V;PST,4.416487
6028,jysv,jysved,V;PST,2.1939828
6029,aqeliuote,aqeliuoted,V;PST,1.4183775
6030,qdbce,qdbced,V;PST,2.812284
6031,isdiiate,isdiiated,V;PST,1.106406
6032,spanh,spanhed,V;PST,0.7096848
6033,wiod,wioded,V;PST,0.76441735
6034,eqgcirlwjhe,eqgcirlwjhed,V;PST,2.8913813
6035,float,floated,V;PST,0.6930625
6036,dntfroe,dntfroed,V;PST,2.1265616
6037,lbnk,lbnked,V;PST,1.4112399
6038,tqeakure,tqeakured,V;PST,1.4388629
6039,sytrt,sytrted,V;PST,1.0010469
6040,xow,xowed,V;PST,1.0210603
6041,azmqoach,azmqoached,V;PST,1.5533054
6042,szruugle,szruugled,V;PST,1.3090179
6043,accomplish,accomplished,V;PST,0.953878
6044,txpct,txpcted,V;PST,0.97003645
6045,mxshk,mxshked,V;PST,2.6741796
6046,kkse,kksed,V;PST,1.5281448
6047,sjlg,sjlgged,V;PST,0.9938063
6048,sanigkze,sanigkzed,V;PST,1.6224779
6049,cvmdand,cvmdanded,V;PST,2.3273246
6050,scfh,scfhed,V;PST,1.4924728
6051,rkfth,rkfthed,V;PST,1.4652016
6052,rfmi,rfmid,V;PST,1.7821388
6053,faukt,faukted,V;PST,0.8106997
6054,noot,nooted,V;PST,0.6912201
6055,iail,iailed,V;PST,0.69464934
6056,celwbyahe,celwbyahed,V;PST,1.7895768
6057,hijapk,hijapked,V;PST,0.88222045
6058,mvci,mvcied,V;PST,3.2768443
6059,hemind,heminded,V;PST,0.7577337
6060,pfw,pfwded,V;PST,2.2326028
6061,speed,sped,V;PST,0.7890202
6062,qhwle,qhwleed,V;PST,1.8353835
6063,qast,qasted,V;PST,1.2377619
6064,cem,cemed,V;PST,0.94572735
6065,wodne,wodned,V;PST,1.0557338
6066,remrin,remrined,V;PST,0.90676075
6067,tobture,tobtured,V;PST,2.391986
6068,gwlsbp,gwlsbped,V;PST,1.4644612
6069,czmg,czmgged,V;PST,1.3257278
6070,cascraie,cascraied,V;PST,1.1904538
6071,edysane,edysaned,V;PST,1.2555262
6072,gloje,glojed,V;PST,1.0082256
6073,accord,accorded,V;PST,0.77326846
6074,wkylg,wkylged,V;PST,1.2292868
6075,kbapd,kbapded,V;PST,2.338581
6076,neatrn,neatrned,V;PST,0.89378864
6077,hyrqxheuice,hyrqxheuiced,V;PST,2.0558217
6078,snrwneh,snrwnehed,V;PST,0.9769244
6079,dobate,dobated,V;PST,1.5337913
6080,empcsy,empcsyed,V;PST,1.7092426
6081,duxm,duxmed,V;PST,1.1930625
6082,keel,keeled,V;PST,0.8691954
6083,contmol,contmolled,V;PST,1.059767
6084,qres,qresed,V;PST,1.3614041
6085,leek,leeked,V;PST,0.7242425
6086,apalyze,apalyzed,V;PST,1.09177
6087,uwin,uwinned,V;PST,1.1262482
6088,flicm,flicmed,V;PST,0.795983
6089,rjseqte,rjseqted,V;PST,1.3693585
6090,zhmkrfy,zhmkrfied,V;PST,2.0645633
6091,sazcsfy,sazcsfied,V;PST,1.1730405
6092,vipch,vipched,V;PST,0.73200595
6093,seldzt,seldzted,V;PST,1.5481291
6094,cozrne,cozrned,V;PST,0.9343206
6095,uceap,uceapped,V;PST,1.2728394
6096,nezmye,nezmyed,V;PST,1.4320849
6097,tkqaql,tkqaqled,V;PST,2.0219204
6098,ebsqod,ebsqoded,V;PST,0.97334695
6099,klhu,klhu,V;PST,1.8865604
6100,regputqr,regputqred,V;PST,1.4959526
6101,roam,roamed,V;PST,0.69333255
6102,groajl,groajled,V;PST,0.8920056
6103,qtuet,qtueted,V;PST,1.3378755
6104,dmng,dmnged,V;PST,2.5629363
6105,xnck,xncked,V;PST,1.9341358
6106,cewer,cewered,V;PST,0.7294084
6107,judgw,judgwd,V;PST,1.535963
6108,liqe,liqed,V;PST,0.9550304
6109,gezup,gezuped,V;PST,1.4936254
6110,qlear,qleared,V;PST,1.3647774
6111,faud,faudd,V;PST,1.361433
6112,bvjy,bvjied,V;PST,2.0937934
6113,aheomcte,aheomcted,V;PST,1.3070714
6114,shred,shredded,V;PST,0.6967572
6115,pkmm,pkmmed,V;PST,1.9823005
6116,cwroo,cwrood,V;PST,1.6991063
6117,robbit,robbited,V;PST,1.051475
6118,nasho,nashod,V;PST,0.8635541
6119,scffiie,scffiied,V;PST,1.0518854
6120,batmher,batmhered,V;PST,1.0540648
6121,sjnjwnch,sjnjwnched,V;PST,1.411825
6122,exwrzjt,exwrzjted,V;PST,1.6606853
6123,casx,casxd,V;PST,2.0063522
6124,ijpybnd,ijpybnded,V;PST,1.6857092
6125,saaok,saaoked,V;PST,0.7329254
6126,bbstle,bbstled,V;PST,1.1244693
6127,rxel,rxeled,V;PST,1.3840503
6128,wpxrk,wpxrked,V;PST,1.6127603
6129,thkgzle,thkgzled,V;PST,1.7369347
6130,laztdh,laztdhed,V;PST,1.329514
6131,deodane,deodaned,V;PST,1.110261
6132,stepk,stepked,V;PST,0.83065057
6133,innlode,innloded,V;PST,0.89393234
6134,xoxw,xoxwed,V;PST,1.3409529
6135,fuky,fukyd,V;PST,2.0301845
6136,wwebk,wwebked,V;PST,1.1573014
6137,relefwe,relefwed,V;PST,0.9775735
6138,lacyh,lacyhed,V;PST,1.080074
6139,ajocogiae,ajocogiaed,V;PST,1.8916938
6140,rhygc,rhygcd,V;PST,2.232569
6141,msretain,msretained,V;PST,1.1921926
6142,smuvive,smuvived,V;PST,0.77299356
6143,rxciprcdate,rxciprcdated,V;PST,1.8351665
6144,luhkh,luhkhed,V;PST,1.3358852
6145,xok,xoked,V;PST,1.2336848
6146,fipe,fiped,V;PST,0.7034499
6147,kiot,kiotted,V;PST,1.0903051
6148,mtkqeed,mtkqeeded,V;PST,2.4226754
6149,wvrdbjp,wvrdbjped,V;PST,2.07671
6150,flxnm,flxnmed,V;PST,1.1949853
6151,iryud,iryuded,V;PST,1.2695503
6152,xtve,xtved,V;PST,1.3676887
6153,oxwel,oxwelled,V;PST,1.4893512
6154,grrhse,grrhsed,V;PST,1.8673652
6155,bwkz,bwkzzed,V;PST,1.5177208
6156,suffscjwe,suffscjwed,V;PST,2.0416222
6157,montrbvr,montrbvred,V;PST,1.6006738
6158,twfnd,twfndd,V;PST,1.8143203
6159,remoet,remoeted,V;PST,1.1163402
6160,skbm,skbmed,V;PST,1.3960208
6161,roj,rojed,V;PST,1.2201387
6162,anopciyxte,anopciyxted,V;PST,1.9694492
6163,pyog,pyoged,V;PST,1.534295
6164,svhqu,svhqued,V;PST,1.6290292
6165,intade,intaded,V;PST,1.0460333
6166,gnag,gnagged,V;PST,0.71489185
6167,rufole,rufoled,V;PST,0.8376861
6168,zaze,zazed,V;PST,0.95432454
6169,quate,quated,V;PST,0.71032584
6170,ddyxor,ddyxored,V;PST,1.2804352
6171,screech,screeched,V;PST,0.7230177
6172,eourry,eourried,V;PST,0.88545775
6173,hwsal,hwsaled,V;PST,2.0353887
6174,menawe,menawed,V;PST,1.031193
6175,bbhyce,bbhyced,V;PST,1.7267357
6176,barxarn,barxarned,V;PST,1.0480237
6177,zeg,zeged,V;PST,1.3514985
6178,snpe,snped,V;PST,1.3369709
6179,cajopign,cajopigned,V;PST,1.2302127
6180,dbyl,dbylt,V;PST,2.6068838
6181,bwd,bwdd,V;PST,2.2712798
6182,swocnh,swocnhed,V;PST,1.294471
6183,ppfch,ppfched,V;PST,1.4059908
6184,dzrd,dzrded,V;PST,1.937897
6185,defltte,defltted,V;PST,1.0765898
6186,fwen,fwened,V;PST,0.8487113
6187,dole,doled,V;PST,0.74322444
6188,plann,plannd,V;PST,1.4947011
6189,pqplct,pqplcted,V;PST,1.8569791
6190,assefhle,assefhled,V;PST,1.500426
6191,cyonngvfiit,cyonngvfiited,V;PST,1.9490592
6192,zswg,zswged,V;PST,1.2403339
6193,inywit,inywited,V;PST,1.1212838
6194,crhlj,crhljd,V;PST,2.0539863
6195,piqyure,piqyured,V;PST,1.537763
6196,banish,banished,V;PST,0.70772797
6197,utrum,utrummed,V;PST,0.70251155
6198,pmgsbrve,pmgsbrved,V;PST,2.2398126
6199,dud,duded,V;PST,1.7805701
6200,rtos,rtosed,V;PST,1.1998584
6201,behold,beheld,V;PST,2.0572371
6202,mivit,mivited,V;PST,0.74718463
6203,dzjeat,dzjeated,V;PST,1.4132636
6204,bije,bijed,V;PST,0.8507131
6205,ehcixnter,ehcixntered,V;PST,1.8418764
6206,shwspr,shwspred,V;PST,1.3426075
6207,tbcx,tbcxed,V;PST,2.4062424
6208,ghyl,ghyld,V;PST,1.6140347
6209,reyn,reyned,V;PST,0.90829295
6210,adaife,adaifed,V;PST,0.78185546
6211,dari,daried,V;PST,0.8504843
6212,skidaddte,skidaddted,V;PST,1.217775
6213,colrar,colrared,V;PST,0.9748071
6214,weiid,weiided,V;PST,1.0800284
6215,paxtwmr,paxtwmred,V;PST,1.9137218
6216,ogget,ogget,V;PST,1.0077397
6217,sonp,sonped,V;PST,1.2069687
6218,aao,aaoed,V;PST,1.101863
6219,hoikh,hoikhd,V;PST,1.8932799
6220,eabow,eabowed,V;PST,0.85389173
6221,dpstxsss,dpstxsssed,V;PST,1.6226271
6222,taskle,taskled,V;PST,0.69912326
6223,dtrse,dtrsed,V;PST,1.2289854
6224,inizvwl,inizvwled,V;PST,2.0407035
6225,woo,wooed,V;PST,0.6940952
6226,whrmpkr,whrmpkred,V;PST,1.3853285
6227,ewaqe,ewaqed,V;PST,1.1954411
6228,apprecfgre,apprecfgred,V;PST,1.2048768
6229,dislide,dislided,V;PST,0.7859
6230,fwow,fwowed,V;PST,0.82671356
6231,exalt,exalted,V;PST,0.7196687
6232,ctnlrkbube,ctnlrkbubed,V;PST,1.3573952
6233,pianic,pianicked,V;PST,0.9721936
6234,sopvce,sopvced,V;PST,1.4809638
6235,scaijgp,scaijgped,V;PST,1.3000438
6236,zhfeed,zhfeeded,V;PST,1.6099316
6237,wxot,wxoted,V;PST,1.246433
6238,pgpe,pgped,V;PST,1.3663467
6239,camu,camued,V;PST,1.0414404
6240,emubdge,emubdged,V;PST,1.3910649
6241,trrnhclpd,trrnhclpded,V;PST,2.2477183
6242,teitce,teitced,V;PST,0.75000256
6243,fhyj,fhyjed,V;PST,1.3492708
6244,qabti,qabtied,V;PST,1.5437421
6245,phvxve,phvxved,V;PST,2.1652255
6246,moah,moahed,V;PST,1.3511814
6247,daraen,daraened,V;PST,0.9101899
6248,prpqn,prpqnd,V;PST,2.763354
6249,tihgve,tihgved,V;PST,1.4233456
6250,bltqr,bltqred,V;PST,1.3940961
6251,bkoqn,bkoqned,V;PST,1.6368852
6252,apbept,apbepted,V;PST,0.72706616
6253,jfngle,jfngled,V;PST,2.9960606
6254,cooj,coojed,V;PST,0.9231987
6255,combmwe,combmwed,V;PST,1.4629979
6256,yezy,yezied,V;PST,1.3829976
6257,xsit,xsited,V;PST,1.7493954
6258,caee,caeed,V;PST,1.1787785
6259,pauln,paulnd,V;PST,1.528847
6260,senlw,senlwed,V;PST,1.3828954
6261,abominate,abominated,V;PST,0.835861
6262,bhade,bhaded,V;PST,0.86631155
6263,cwhvnd,cwhvnded,V;PST,1.4509227
6264,fxcdge,fxcdged,V;PST,1.6743875
6265,gnnw,gnnwed,V;PST,1.5517194
6266,wxopqh,wxopqhed,V;PST,1.71947
6267,uqtnk,uqtnked,V;PST,1.7223617
6268,sfanx,sfanxed,V;PST,1.3438499
6269,ssbqe,ssbqed,V;PST,1.3870275
6270,stoop,stooped,V;PST,0.7103514
6271,teancclrbe,teancclrbed,V;PST,2.0752542
6272,eohd,eohded,V;PST,2.055382
6273,iow,iowed,V;PST,0.9167513
6274,anvoumce,anvoumced,V;PST,1.1621616
6275,mkgmm,mkgmmed,V;PST,2.456427
6276,dgsr,dgsrd,V;PST,2.3231719
6277,cedy,cedied,V;PST,1.1686071
6278,rgdc,rgdced,V;PST,0.9335603
6279,sltuqte,sltuqted,V;PST,1.2577147
6280,uzay,uzayed,V;PST,0.954327
6281,pile,piled,V;PST,0.715319
6282,nogoziate,nogoziated,V;PST,1.4953055
6283,igcsyase,igcsyased,V;PST,1.6534796
6284,petchjt,petchjted,V;PST,1.2083385
6285,svus,svusbed,V;PST,1.4379193
6286,eekt,eekted,V;PST,0.9664108
6287,fldod,fldoded,V;PST,1.7962074
6288,synezzsibe,synezzsibed,V;PST,1.5629153
6289,hyx,hyxd,V;PST,2.5604324
6290,vvnczish,vvnczished,V;PST,2.7383235
6291,diapzr,diapzred,V;PST,1.10461
6292,ohin,ohinned,V;PST,1.2148939
6293,ocject,ocjected,V;PST,0.80561537
6294,exknacmte,exknacmted,V;PST,1.4355143
6295,clutch,clutched,V;PST,0.70295686
6296,peauuame,peauuamed,V;PST,1.1794813
6297,shefl,shefled,V;PST,1.0185826
6298,ryfde,ryfded,V;PST,1.3201115
6299,pkebeht,pkebehted,V;PST,1.0769571
6300,gfqdmawe,gfqdmawed,V;PST,1.8671026
6301,twttze,twttzed,V;PST,0.8611846
6302,oubfax,oubfaxed,V;PST,1.3008419
6303,eltimafe,eltimafed,V;PST,1.1042359
6304,phojore,phojored,V;PST,1.2419205
6305,rattle,rattled,V;PST,0.71532696
6306,brigcben,brigcbened,V;PST,1.398886
6307,vuoup,vuouped,V;PST,0.9008752
6308,paadte,paadted,V;PST,1.3266444
6309,impmqmunt,impmqmunted,V;PST,1.7743689
6310,hgxcgw,hgxcgwed,V;PST,1.8162297
6311,dthm,dthmed,V;PST,1.9063561
6312,wbrch,wbrched,V;PST,1.036212
6313,cfristvn,cfristvned,V;PST,1.3931094
6314,btig,btiged,V;PST,1.7333657
6315,zzot,zzotted,V;PST,1.1039016
6316,dypemd,dypemded,V;PST,1.042547
6317,pwnk,pwnked,V;PST,2.26789
6318,hbuu,hbuued,V;PST,1.304267
6319,twilcle,twilcled,V;PST,1.0297104
6320,esso,essoed,V;PST,0.71496886
6321,bvhs,bvhsed,V;PST,2.3197458
6322,mslht,mslhted,V;PST,2.4111915
6323,persomify,persomified,V;PST,0.8765138
6324,ppzvze,ppzvzed,V;PST,2.2001987
6325,ptyn,ptynned,V;PST,1.3353776
6326,fojl,fojled,V;PST,1.2218578
6327,distrkbute,distrkbuted,V;PST,1.1702905
6328,cwfx,cwfxed,V;PST,1.5201255
6329,cgat,cgated,V;PST,0.82215637
6330,holu,holud,V;PST,1.5730777
6331,gohsx,gohsxd,V;PST,2.2045455
6332,fewwure,fewwured,V;PST,1.3525572
6333,kbjus,kbjusd,V;PST,3.2420807
6334,ivstrkvt,ivstrkvted,V;PST,1.8701075
6335,ubid,ubided,V;PST,0.7467
6336,jicf,jicfd,V;PST,1.5391971
6337,trum,trummed,V;PST,0.6929172
6338,tvougt,tvougted,V;PST,1.1091096
6339,ycrq,ycrqd,V;PST,2.399905
6340,walue,walued,V;PST,0.7098771
6341,nbxo,nbxoed,V;PST,1.9333087
6342,enlizre,enlizred,V;PST,1.662918
6343,rogqqr,rogqqred,V;PST,2.0400147
6344,gamq,gamqd,V;PST,1.8575131
6345,lcxwr,lcxwred,V;PST,2.017054
6346,pxnt,pxnted,V;PST,0.9808919
6347,hprden,hprdened,V;PST,2.0277429
6348,ewteume,ewteumed,V;PST,1.2710422
6349,maefqr,maefqred,V;PST,1.9814938
6350,hons,honsed,V;PST,1.0780318
6351,ehuel,ehueled,V;PST,0.88728917
6352,rpstp,rpstpd,V;PST,2.2173254
6353,nltwce,nltwced,V;PST,1.6487352
6354,figere,figered,V;PST,0.7211818
6355,iateaest,iateaested,V;PST,1.5804046
6356,flm,flmed,V;PST,0.96152097
6357,odxk,odxked,V;PST,1.6839875
6358,quat,quat,V;PST,1.4739525
6359,fike,fiked,V;PST,0.69379514
6360,stmrt,stmrted,V;PST,1.5283575
6361,llumt,llumted,V;PST,0.9582503
6362,asy,asyed,V;PST,1.1497792
6363,huhf,huhf,V;PST,1.8117688
6364,ngqyz,ngqyzd,V;PST,2.7878282
6365,nel,nel,V;PST,2.527474
6366,mtujf,mtujfed,V;PST,1.7926064
6367,dosp,dospped,V;PST,1.3410926
6368,lose,lost,V;PST,1.2102206
6369,ssep,ssepped,V;PST,1.0615435
6370,ocen,ocened,V;PST,0.7005424
6371,rwuval,rwuvaled,V;PST,1.039034
6372,lpubw,lpubwd,V;PST,1.7996881
6373,urderstand,urderstood,V;PST,1.0696429
6374,stop,stopped,V;PST,0.713396
6375,saecj,saecjed,V;PST,1.2630025
6376,fhbgpten,fhbgptened,V;PST,1.8397107
6377,vajk,vajked,V;PST,0.855682
6378,heyvr,heyvrd,V;PST,2.4998953
6379,ksem,ksemed,V;PST,1.0324937
6380,gop,gopped,V;PST,0.6987213
6381,mesy,mesyed,V;PST,1.0135771
6382,cmsose,cmsse,V;PST,2.3729932
6383,rwap,rwapped,V;PST,0.83333415
6384,rexvgnfze,rexvgnfzed,V;PST,1.4638889
6385,hijs,hijsed,V;PST,0.80628383
6386,paanw,paanwed,V;PST,1.4469662
6387,ilas,ilased,V;PST,2.0086815
6388,sonround,sonrounded,V;PST,0.7814516
6389,tbop,tbopped,V;PST,2.2052133
6390,whnh,whnhed,V;PST,0.873299
6391,zbrq,zbrq,V;PST,2.3787353
6392,sgov,sgoved,V;PST,0.73002017
6393,eauoo,eauooed,V;PST,0.86054796
6394,bbrn,bbrned,V;PST,0.8685576
6395,seoprvqe,seoprvqed,V;PST,2.5416722
6396,knogk,knogked,V;PST,0.973949
6397,slrp,slrpped,V;PST,2.2265859
6398,zeanh,zeanhed,V;PST,0.8453753
6399,mllow,mllowed,V;PST,1.6171865
6400,tjerv,tjerved,V;PST,0.9541859
6401,kjan,kjant,V;PST,3.6542273
6402,swobighkan,swobighkaned,V;PST,1.9787
6403,nnrn,nnrned,V;PST,1.5060198
6404,hwbsle,hwbsled,V;PST,2.0157642
6405,fyt,fyt,V;PST,0.929632
6406,wkcg,wkcged,V;PST,1.6734744
6407,addriss,addrissed,V;PST,1.6906235
6408,eycite,eycited,V;PST,1.0795838
6409,fzqn,fzqned,V;PST,1.5692081
6410,djeam,djeamed,V;PST,0.9229576
6411,fjap,fjapped,V;PST,0.95014817
6412,ilgeh,ilgehed,V;PST,1.3841139
6413,becin,becan,V;PST,1.1389648
6414,sloio,sloioed,V;PST,0.83891153
6415,lebrn,lebrned,V;PST,0.8850506
6416,bwnj,bwnjed,V;PST,1.784865
6417,hdav,hdaved,V;PST,2.0825965
6418,clnvrmke,clnvrmked,V;PST,1.79979
6419,bqask,bqasked,V;PST,1.2457219
6420,crzwc,crzwced,V;PST,1.7131556
6421,care,cared,V;PST,0.75355744
6422,catnt,catnted,V;PST,0.69548047
