,src,tgt,tag,length,loss
0,fpvure,fpvured,V;PST,8,7.9439297
5240,fiua,fiuad,V;PST,6,7.178721
5241,kgot,kgotted,V;PST,8,7.3624315
5242,svceeed,svceeeded,V;PST,10,15.62416
5243,werqnip,werqniped,V;PST,10,11.65539
5244,frons,fronsed,V;PST,8,9.032802
5245,orhiw,orhiwed,V;PST,8,6.123066
5246,ioae,ioaed,V;PST,6,4.956153
5247,rebal,reballed,V;PST,9,10.987358
5248,ggezxe,ggezxed,V;PST,8,11.766781
5249,aluz,aluzzed,V;PST,8,10.695526
5250,sufizceae,sufizceaed,V;PST,11,20.524515
5251,mjndueer,mjndueered,V;PST,11,31.345982
5252,twdro,twdrod,V;PST,7,11.407408
5253,report,reported,V;PST,9,6.521596
5254,tkgw,tkgwed,V;PST,7,10.218113
5255,row,rowed,V;PST,6,4.1788297
5256,anuwcicate,anuwcicated,V;PST,12,15.071704
5257,cgow,cgowed,V;PST,7,4.931988
5258,sqser,sqsered,V;PST,8,10.004473
5259,ipvare,ipvared,V;PST,8,8.352429
5260,rhfg,rhfgged,V;PST,8,11.440863
5261,rufqle,rufqled,V;PST,8,8.664638
5262,hazo,hazod,V;PST,6,7.3878355
5263,ckote,ckoted,V;PST,7,5.7083807
5264,doymgr,doymgred,V;PST,9,14.015839
5265,scvubyh,scvubyhed,V;PST,10,16.458881
5266,schdry,schdried,V;PST,9,9.118704
5267,vwitn,vwitned,V;PST,8,7.7907896
5268,muuace,muuaced,V;PST,8,6.184081
5269,blttle,blttled,V;PST,8,9.6906
5270,bargknn,bargknned,V;PST,10,16.38073
5271,mlg,mlged,V;PST,6,14.3001795
5272,bypn,bypnd,V;PST,6,9.09053
5273,cbmraign,cbmraigned,V;PST,11,10.077936
5274,leal,lealt,V;PST,6,7.089831
5275,ows,owsd,V;PST,5,11.416361
5276,swooeh,swooehed,V;PST,9,7.648386
5277,poajh,poajhed,V;PST,8,7.114323
5278,paky,pakyed,V;PST,7,8.148633
5279,defkase,defkased,V;PST,9,8.908828
5280,ezgo,ezgoed,V;PST,7,7.265369
5281,qfbs,qfbsd,V;PST,6,18.882425
5282,ylane,ylaned,V;PST,7,5.4672217
5283,povret,povreted,V;PST,9,8.573416
5284,aswembfe,aswembfed,V;PST,10,13.4954195
5285,copttlrfeit,copttlrfeited,V;PST,14,26.436613
5286,zgow,zgowed,V;PST,7,5.8398714
5287,inveet,inveeted,V;PST,9,7.227234
5288,nable,nabled,V;PST,7,6.2550097
5289,pwisjte,pwisjted,V;PST,9,10.774757
5290,banish,banished,V;PST,9,6.3695517
5291,khbum,khbummed,V;PST,9,15.856568
5292,pvisqrve,pvisqrved,V;PST,10,22.64251
5293,ypf,ypfed,V;PST,6,7.963423
5294,ccha,cchaed,V;PST,7,11.490019
5295,okhold,okheld,V;PST,7,12.983135
5296,mvzit,mvzited,V;PST,8,27.192522
5297,defect,defected,V;PST,9,8.411467
5298,zikf,zikfd,V;PST,6,8.798558
5299,enygunaer,enygunaered,V;PST,12,26.555595
5300,savqir,savqired,V;PST,9,11.702565
5301,yaol,yaoled,V;PST,7,6.1925874
5302,rydk,rydkd,V;PST,6,12.099514
5303,rzin,rzined,V;PST,7,6.359066
5304,adzdae,adzdaed,V;PST,8,9.621728
5305,fard,farded,V;PST,7,4.9104967
5306,sksdaadve,sksdaadved,V;PST,11,14.088523
5307,cuwtpr,cuwtpred,V;PST,9,11.12916
5308,wgijd,wgijded,V;PST,8,8.363935
5309,paatner,paatnered,V;PST,10,8.034061
5310,eucdt,eucdt,V;PST,6,12.477435
5311,junk,junked,V;PST,7,5.34527
5312,aie,aieed,V;PST,6,8.97204
5313,nlphe,nlphed,V;PST,7,16.434092
5314,akbow,akbowed,V;PST,8,8.094082
5315,distakas,distakased,V;PST,11,15.540808
5316,eiy,eiyged,V;PST,7,13.57857
5317,tacxle,tacxled,V;PST,8,8.861296
5318,cujbl,cujbld,V;PST,7,11.056092
5319,iqusicl,iqusicled,V;PST,10,9.826672
5320,mbq,mbqed,V;PST,6,12.017406
5321,wtwmper,wtwmpered,V;PST,10,12.518574
5322,qhabi,qhabid,V;PST,7,19.894108
5323,apprifiace,apprifiaced,V;PST,12,13.081992
5324,dyvoine,dyvoined,V;PST,9,11.141016
5325,hboo,hbooed,V;PST,7,10.944325
5326,exale,exaleed,V;PST,8,10.1861315
5327,cintmmlnoe,cintmmlnoed,V;PST,12,26.135979
5328,pgcnzc,pgcnzcked,V;PST,10,19.39902
5329,szuthe,szuthed,V;PST,8,6.810742
5330,scabihp,scabihped,V;PST,10,14.445856
5331,iofmkd,iofmkded,V;PST,9,15.374927
5332,wrlt,wrlted,V;PST,7,6.358135
5333,znoe,znoed,V;PST,6,6.7789536
5334,ramp,ramped,V;PST,7,5.032503
5335,etulate,etulated,V;PST,9,7.0249767
5336,trathlend,trathlended,V;PST,12,11.404412
5337,teeyhe,teeyhed,V;PST,8,11.150637
5338,hcap,hcaped,V;PST,7,10.55751
5339,wxlym,wxlymed,V;PST,8,11.5272875
5340,phease,pheased,V;PST,8,5.663095
5341,odmn,odmned,V;PST,7,13.20635
5342,diroen,diroened,V;PST,9,8.771696
5343,ptdnn,ptdnnd,V;PST,7,13.430447
5344,tingee,tingeed,V;PST,8,10.100913
5345,qlter,qltered,V;PST,8,12.508323
5346,htrwn,htrwned,V;PST,8,10.996279
5347,apcupt,apcupted,V;PST,9,7.0176435
5348,jiigle,jiigled,V;PST,8,6.4734926
5349,uduf,udufed,V;PST,7,10.361346
5350,cumjine,cumjined,V;PST,9,11.920144
5351,yyx,yyxred,V;PST,7,14.776784
5352,reby,rebied,V;PST,7,10.845037
5353,rjnd,rjnded,V;PST,7,9.403789
5354,cede,ceded,V;PST,6,5.826128
5355,rcnsr,rcnsrd,V;PST,7,18.551235
5356,seiep,seieped,V;PST,8,6.631826
5357,anpmhnzye,anpmhnzyed,V;PST,11,18.99632
5358,seadu,seadud,V;PST,7,7.8525267
5359,gnouod,gnouoded,V;PST,9,8.595429
5360,fiddre,fiddred,V;PST,8,7.0762978
5361,ganb,ganbed,V;PST,7,8.380516
5362,waexth,waexthed,V;PST,9,9.569012
5363,pbark,pbarked,V;PST,8,6.1243396
5364,plcnq,plcnqed,V;PST,8,12.272058
5365,sgfpz,sgfpzd,V;PST,7,15.070905
5366,stfoi,stfoied,V;PST,8,13.2085905
5367,tralpcxibe,tralpcxibed,V;PST,12,21.50575
5368,ccfb,ccfbed,V;PST,7,11.085721
5369,hew,hewed,V;PST,6,4.492943
5370,abnyence,abnyenced,V;PST,10,13.253812
5371,tlagp,tlagped,V;PST,8,5.529212
5372,dpwz,dpwzd,V;PST,6,11.601305
5373,oepy,oepied,V;PST,7,7.598849
5374,ugfg,ugfged,V;PST,7,7.279912
5375,sqtcite,sqtcited,V;PST,9,12.347553
5376,renu,renued,V;PST,7,9.23809
5377,wglx,wglxd,V;PST,6,11.50142
5378,nngdtiate,nngdtiated,V;PST,11,17.98607
5379,inzxqase,inzxqased,V;PST,10,15.156775
5380,pyrpist,pyrpisted,V;PST,10,8.812618
5381,sdab,sdabbed,V;PST,8,5.6399937
5382,xxnh,xxnhed,V;PST,7,9.107136
5383,flood,flooded,V;PST,8,5.776815
5384,seebpesize,seebpesized,V;PST,12,15.226788
5385,ayf,ayfd,V;PST,5,10.480691
5386,vanyzish,vanyzished,V;PST,11,20.811733
5387,diaper,diapered,V;PST,9,6.4364815
5388,chin,chinned,V;PST,8,5.9890366
5389,oxkdct,oxkdcted,V;PST,9,14.223059
5390,erzrfcyae,erzrfcyaed,V;PST,11,22.975168
5391,cbptgh,cbptghed,V;PST,9,15.173174
5392,pczkurme,pczkurmed,V;PST,10,19.580978
5393,nqpab,nqpabed,V;PST,8,22.566362
5394,fzcnx,fzcnxd,V;PST,7,18.90012
5395,prevlst,prevlsted,V;PST,10,9.312888
5396,gfadyate,gfadyated,V;PST,10,17.317825
5397,tattle,tattled,V;PST,8,5.625229
5398,outtnx,outtnxed,V;PST,9,17.622198
5399,evoosjte,evoosjted,V;PST,10,13.291438
5400,powpobe,powpobed,V;PST,9,9.78454
5401,rfttle,rfttled,V;PST,8,14.062827
5402,brighmhn,brighmhned,V;PST,11,20.187517
5403,tsock,tsocked,V;PST,8,6.3038683
5404,pgdhle,pgdhled,V;PST,8,8.623369
5405,ilsleojet,ilsleojeted,V;PST,12,21.619297
5406,holhow,holhowed,V;PST,9,6.53342
5407,pqrm,pqrmed,V;PST,7,12.917555
5408,barck,barcked,V;PST,8,5.6585245
5409,cvrjstmn,cvrjstmned,V;PST,11,21.693977
5410,tait,taited,V;PST,7,4.827651
5411,qrot,qrotted,V;PST,8,8.234097
5412,dgsbkd,dgsbkded,V;PST,9,14.430578
5413,wilk,wilked,V;PST,7,5.174861
5414,hepl,hepled,V;PST,7,5.1045337
5415,twznsse,twznssed,V;PST,9,12.596149
5416,qiso,qisoed,V;PST,7,11.411144
5417,aail,aailed,V;PST,7,4.8495173
5418,pilcp,pilcped,V;PST,8,9.254618
5419,peesonrfy,peesonrfied,V;PST,12,23.713186
5420,pwywhe,pwywhed,V;PST,8,9.233728
5421,ehun,ehunned,V;PST,8,9.501476
5422,hnut,hnuted,V;PST,7,9.781643
5423,diduribuye,diduribuyed,V;PST,12,16.447573
5424,yupy,yupyed,V;PST,7,8.602275
5425,eeal,eealed,V;PST,7,5.790963
5426,hobw,hobwd,V;PST,6,16.853096
5427,gozsl,gozsld,V;PST,7,12.923645
5428,fetouqe,fetouqed,V;PST,9,11.604487
5429,swqcq,swqcqd,V;PST,7,15.275728
5430,instpuwt,instpuwted,V;PST,11,17.037449
5431,raqd,raqded,V;PST,7,7.225499
5432,ivcq,ivcqd,V;PST,6,13.207054
5433,trim,trimmed,V;PST,8,5.598447
5434,ttrust,ttrusted,V;PST,9,7.114711
5435,hene,hened,V;PST,6,4.1541123
5436,bolbe,bolbed,V;PST,7,9.242458
5437,zedl,zedled,V;PST,7,6.1031446
5438,enphrge,enphrged,V;PST,9,9.496412
5439,rkwier,rkwiered,V;PST,9,7.946927
5440,fade,faded,V;PST,6,4.8891997
5441,vayii,vayiied,V;PST,8,6.793004
5442,vant,vanted,V;PST,7,5.199341
5443,hfraen,hfraened,V;PST,9,11.550934
5444,ergcupe,ergcuped,V;PST,9,10.423125
5445,maeter,maetered,V;PST,9,14.425721
5446,hxnr,hxnred,V;PST,7,15.115263
5447,leheq,leheqed,V;PST,8,10.009134
5448,gkate,gkated,V;PST,7,6.8590937
5449,nowgbe,nowgbed,V;PST,8,10.69115
5450,fkjrje,fkjrjed,V;PST,8,13.425562
5451,interezt,interezted,V;PST,11,10.696247
5452,pho,phoed,V;PST,6,8.088861
5453,lock,locked,V;PST,7,4.821012
5454,qutt,qutt,V;PST,5,6.9517164
5455,jukb,jukbd,V;PST,6,8.026227
5456,start,started,V;PST,8,5.7537284
5457,touch,touched,V;PST,8,5.566393
5458,ask,asked,V;PST,6,4.4886293
5459,xurt,xurt,V;PST,5,7.245182
5460,szvve,szvved,V;PST,7,14.0831
5461,sni,sni,V;PST,4,8.230326
5462,sisfm,sisfmed,V;PST,8,9.548284
5463,drop,dropped,V;PST,8,5.5773153
5464,lzse,lzst,V;PST,5,12.723331
5465,tdep,tdepped,V;PST,8,6.4157925
5466,eptn,eptned,V;PST,7,5.005064
5467,rieell,rieelled,V;PST,9,14.121662
5468,hoojy,hoojyd,V;PST,7,15.066598
5469,uneecstand,uneecstood,V;PST,11,24.42847
5470,snop,snopped,V;PST,8,5.578392
5471,iteer,iteered,V;PST,8,9.343161
5472,frigrtpn,frigrtpned,V;PST,11,17.198769
5473,palh,palhed,V;PST,7,4.8472867
5474,hevvk,hevvkd,V;PST,7,12.041985
5475,peed,peeded,V;PST,7,6.108229
5476,muss,mussed,V;PST,7,5.5710044
5477,jjoose,jjose,V;PST,6,18.471516
5478,tbpp,tbppped,V;PST,8,12.186346
5479,rewzgnhze,rewzgnhzed,V;PST,11,22.117737
5480,aqwr,aqwred,V;PST,7,17.295212
5481,paint,painted,V;PST,8,5.526997
5482,pnab,pnabed,V;PST,7,9.59799
5483,suryoind,suryoinded,V;PST,11,16.370152
5484,pqop,pqopped,V;PST,8,13.018961
5485,wcaz,wcazed,V;PST,7,7.691169
5486,szut,szut,V;PST,5,8.323996
5487,whow,whowed,V;PST,7,4.9459777
5488,uaugl,uaugled,V;PST,8,6.5281262
5489,cuhn,cuhned,V;PST,7,7.287673
5490,surppipe,surppiped,V;PST,10,10.753325
5491,joggk,joggked,V;PST,8,8.07456
5492,vqip,vqipped,V;PST,8,11.906825
5493,rcacc,rcacced,V;PST,8,6.7032604
5494,flqob,flqobed,V;PST,8,18.544088
5495,txfre,txfreed,V;PST,8,11.708841
5496,rern,rernt,V;PST,6,15.096411
5497,stnhightkn,stnhightkned,V;PST,13,24.289652
5498,ttan,ttaned,V;PST,7,7.9089713
5499,hobbae,hobbaed,V;PST,8,12.003161
5500,fpx,fpx,V;PST,4,11.704617
5501,taca,tacaed,V;PST,7,4.9907393
5502,aygxess,aygxessed,V;PST,10,11.619111
5503,exdite,exdited,V;PST,8,6.381014
5504,rbiw,rbiwed,V;PST,7,6.727034
5505,digol,digoled,V;PST,8,9.360965
5506,swmp,swmpped,V;PST,8,8.696767
5507,bafss,bafssed,V;PST,8,6.885902
5508,bliin,blian,V;PST,6,9.986764
5509,tpxil,tpxiled,V;PST,8,11.305203
5510,lmizn,lmizned,V;PST,8,14.229862
5511,bvng,bvnged,V;PST,7,10.950109
5512,lojn,lojned,V;PST,7,7.727327
5513,colccete,colcceted,V;PST,10,9.239967
5514,aaaqd,aaaqded,V;PST,8,8.714809
5515,njewd,njewded,V;PST,8,13.834983
5516,oaep,oaepd,V;PST,6,10.775268
5517,eocnh,eocnhed,V;PST,8,15.5066595
5518,sggrth,sggrthed,V;PST,9,11.012882
5519,ouicm,ouicmd,V;PST,7,12.331808
5520,brush,brushed,V;PST,8,5.912577
5521,mave,maved,V;PST,6,8.774876
5522,decige,deciged,V;PST,8,7.832672
5523,rapbe,rapbed,V;PST,7,5.497264
5524,smqke,smqked,V;PST,7,10.637463
5525,szapge,szapged,V;PST,8,6.8037233
5526,idguqe,idguqed,V;PST,8,8.926095
5527,squqsh,squqshed,V;PST,9,9.030407
5528,fzro,fzroed,V;PST,7,10.288673
5529,iororeorate,iororeorated,V;PST,13,20.223312
5530,maxl,maxled,V;PST,7,9.101569
5531,desjroy,desjroyed,V;PST,10,14.512588
5532,sxrlom,sxrlomed,V;PST,9,11.588432
5533,gnof,gnofed,V;PST,7,7.957763
5534,rhk,rhkbed,V;PST,7,14.048412
5535,yanch,yanched,V;PST,8,6.390318
5536,capcife,capcifed,V;PST,9,8.6077175
5537,toxl,toxled,V;PST,7,6.412866
5538,scoke,scoked,V;PST,7,6.067385
5539,mihd,mihded,V;PST,7,9.788846
5540,apck,apcked,V;PST,7,5.0985966
5541,ssyep,ssypt,V;PST,6,13.808229
5542,sptrt,sptrted,V;PST,8,8.781377
5543,domt,domted,V;PST,7,7.048427
5544,wjfh,wjfhed,V;PST,7,9.770023
5545,tabtoo,tabtooed,V;PST,9,7.9058723
5546,pxeteld,pxetelded,V;PST,10,10.684484
5547,btmh,btmhd,V;PST,6,16.756157
5548,kraie,kraied,V;PST,7,5.19544
5549,shoot,shot,V;PST,5,15.561143
5550,ntmk,ntmked,V;PST,7,11.779021
5551,qgul,qguled,V;PST,7,13.218458
5552,diyien,diyiened,V;PST,9,7.534217
5553,blilt,bliltd,V;PST,7,12.183595
5554,baae,baaed,V;PST,6,4.449568
5555,snuff,snuffed,V;PST,8,5.7117443
5556,coyqxmde,coyqxmded,V;PST,10,21.421461
5557,hand,handed,V;PST,7,4.7921033
5558,ahbjnt,ahbjnted,V;PST,9,13.948896
5559,jrick,jricked,V;PST,8,8.1028595
5560,strienle,strienled,V;PST,10,10.652863
5561,rypubee,rypubeed,V;PST,9,13.620171
5562,vuky,vukied,V;PST,7,5.7019954
5563,drup,drupped,V;PST,8,8.12051
5564,clnqelr,clnqelred,V;PST,10,15.392745
5565,shjllow,shjllowed,V;PST,10,15.495327
5566,adtltmrate,adtltmrated,V;PST,12,18.201138
5567,punish,punished,V;PST,9,6.5369825
5568,lause,laused,V;PST,7,4.780781
5569,syaqz,syaqzd,V;PST,7,13.585553
5570,rqpraaent,rqpraaented,V;PST,12,17.144886
5571,warc,warced,V;PST,7,5.6135225
5572,copy,copied,V;PST,7,5.1648126
5573,iicu,iicued,V;PST,7,9.795816
5574,mcxage,mcxaged,V;PST,8,16.923822
5575,jlcjh,jlcjhed,V;PST,8,16.000044
5576,alx,alxed,V;PST,6,6.9237556
5577,irwjtbte,irwjtbted,V;PST,10,24.926907
5578,lituer,lituered,V;PST,9,8.560972
5579,cegoaie,cegoaied,V;PST,9,7.3328776
5580,cjntzr,cjntzred,V;PST,9,15.202979
5581,asmhme,asmhmed,V;PST,8,11.683596
5582,gyar,gyared,V;PST,7,7.819097
5583,khel,kheled,V;PST,7,6.066722
5584,snqml,snqmled,V;PST,8,16.600168
5585,uan,uaned,V;PST,6,6.3916783
5586,drvoyr,drvoyred,V;PST,9,15.293868
5587,taila,tailaed,V;PST,8,9.618378
5588,weigh,weighed,V;PST,8,5.602413
5589,cjvlect,cjvlected,V;PST,10,10.959762
5590,scraqhh,scraqhhed,V;PST,10,13.622481
5591,rostle,rostled,V;PST,8,5.736996
5592,sice,siced,V;PST,6,4.8764887
5593,ucopp,ucopped,V;PST,8,5.917023
5594,emcwpe,emcwped,V;PST,8,12.798793
5595,compyxcate,compyxcated,V;PST,12,16.67981
5596,inmerkt,inmerkted,V;PST,10,9.2834215
5597,bbpong,bbponged,V;PST,9,17.939886
5598,wondhr,wondhred,V;PST,9,7.490695
5599,rfetcde,rfetcded,V;PST,9,13.351864
5600,bnoss,bnossed,V;PST,8,5.891713
5601,ptof,ptofed,V;PST,7,9.769659
5602,anbjrtese,anbjrtesed,V;PST,11,21.109203
5603,cfusuot,cfusuoted,V;PST,10,11.594359
5604,lwii,lwiied,V;PST,7,7.6999454
5605,herd,herded,V;PST,7,5.1648626
5606,sirib,siribbed,V;PST,9,8.665177
5607,drng,drngged,V;PST,8,13.288848
5608,cxlqbpfe,cxlqbpfed,V;PST,10,27.566805
5609,nrny,nrnyd,V;PST,6,13.200567
5610,brlvk,brlvked,V;PST,8,13.665998
5611,pfirf,pfirfed,V;PST,8,7.6515183
5612,oifel,oifeled,V;PST,8,6.282708
5613,attack,attacked,V;PST,9,6.3492947
5614,fluyeer,fluyeered,V;PST,10,14.622925
5615,tartn,tartnd,V;PST,7,7.3226194
5616,boinj,boinjed,V;PST,8,8.353895
5617,spqrhen,spqrhened,V;PST,10,14.30761
5618,cgutgh,cgutghed,V;PST,9,7.363508
5619,exonq,exonqed,V;PST,8,9.888321
5620,prohyl,prohylled,V;PST,10,17.847109
5621,ejttfin,ejttfined,V;PST,10,13.877589
5622,syppjrt,syppjrted,V;PST,10,28.51371
5623,iorvq,iorvqd,V;PST,7,19.992857
5624,vop,vopd,V;PST,5,11.077923
5625,svlcte,svlcted,V;PST,8,11.1031
5626,fuhuow,fuhuowed,V;PST,9,7.7729096
5627,pwi,pwied,V;PST,6,5.83089
5628,chkroe,chkroed,V;PST,8,10.852016
5629,sprhpe,sprhped,V;PST,8,9.996965
5630,distfhyt,distfhyted,V;PST,11,17.510815
5631,ygrbid,ygrbade,V;PST,8,18.539337
5632,trantppot,trantppoted,V;PST,12,12.383273
5633,circe,circed,V;PST,7,10.808478
5634,iena,ienaed,V;PST,7,6.193166
5635,woepl,woepled,V;PST,8,6.7232647
5636,hnneoziqe,hnneoziqed,V;PST,11,18.69078
5637,celtcde,celtcded,V;PST,9,9.532346
5638,ghlpt,ghlpt,V;PST,6,12.688036
5639,swktxh,swktxhed,V;PST,9,15.310683
5640,mbihryom,mbihryomed,V;PST,11,29.194838
5641,generjlsze,generjlszed,V;PST,12,18.876959
5642,psrke,psrked,V;PST,7,13.880767
5643,ctase,ctased,V;PST,7,5.3102565
5644,gfkble,gfkbled,V;PST,8,13.945127
5645,chceu,chceued,V;PST,8,10.5009575
5646,vzalx,vzalxd,V;PST,7,18.79203
5647,menkion,menkioned,V;PST,10,9.239078
5648,kevd,kevded,V;PST,7,8.495868
5649,qozfl,qozfled,V;PST,8,8.038597
5650,ckqqfnjue,ckqqfnjued,V;PST,11,23.740568
5651,pcrq,pcrqed,V;PST,7,11.033403
5652,ehuourhge,ehuourhged,V;PST,11,17.64593
5653,parccl,parccled,V;PST,9,8.499609
5654,yfte,yfted,V;PST,6,7.3389997
5655,jrag,jragged,V;PST,8,8.188458
5656,fxyhion,fxyhioned,V;PST,10,12.332584
5657,nfat,nfated,V;PST,7,7.662487
5658,dums,dumsed,V;PST,7,5.9831266
5659,mauk,mauked,V;PST,7,9.459699
5660,arkagge,arkagged,V;PST,9,7.159665
5661,uhzbc,uhzbced,V;PST,8,11.588515
5662,tnnkjr,tnnkjred,V;PST,9,23.149097
5663,fitht,foutht,V;PST,7,18.315025
5664,ack,acked,V;PST,6,4.434675
5665,blynd,blynded,V;PST,8,9.0931425
5666,nvqe,nvqed,V;PST,6,9.758558
5667,rhemk,rhemked,V;PST,8,6.6662617
5668,pucker,puckered,V;PST,9,6.288477
5669,ndvt,ndvted,V;PST,7,16.705536
5670,resd,resded,V;PST,7,4.9004545
5671,upin,upined,V;PST,7,5.406973
5672,saxt,saxted,V;PST,7,5.614241
5673,phdfer,phdferred,V;PST,10,15.39357
5674,nmope,nmoped,V;PST,7,13.59339
5675,hftv,hftvd,V;PST,6,17.342216
5676,hnmoy,hnmoyed,V;PST,8,13.686675
5677,renile,reniled,V;PST,8,5.6854076
5678,lqpp,lqpped,V;PST,7,9.978722
5679,refasl,refasled,V;PST,9,7.126784
5680,sgleuk,sgleuked,V;PST,9,8.432555
5681,pkitt,pkitted,V;PST,8,6.5929613
5682,mengle,mengled,V;PST,8,6.4166565
5683,ioxrodoce,ioxrodoced,V;PST,11,18.192064
5684,ituh,ituhed,V;PST,7,5.81891
5685,ltdp,ltdpt,V;PST,6,14.362062
5686,exlaat,exlaated,V;PST,9,9.47354
5687,iata,iatad,V;PST,6,8.516558
5688,scxnqqr,scxnqqred,V;PST,10,18.1596
5689,lgaxk,lgaxked,V;PST,8,7.5766525
5690,squotch,squotched,V;PST,10,8.785208
5691,tzwe,tzweed,V;PST,7,10.586427
5692,raji,rajied,V;PST,7,7.2982855
5693,cobjert,cobjerted,V;PST,10,11.025879
5694,awtance,awtanced,V;PST,9,8.920113
5695,whbbbe,whbbbed,V;PST,8,9.782199
5696,daezch,daezched,V;PST,9,13.852254
5697,yxom,yxomed,V;PST,7,10.507922
5698,scnape,scnaped,V;PST,8,6.0613837
5699,smuzh,smuzhed,V;PST,8,6.9915366
5700,rstnte,rstnted,V;PST,8,6.5591865
5701,shress,shressed,V;PST,9,6.396756
5702,trade,traded,V;PST,7,5.715457
5703,mdeep,mdept,V;PST,6,12.03954
5704,miku,mikued,V;PST,7,10.405938
5705,yox,yoxed,V;PST,6,6.4218063
5706,mudake,mudaked,V;PST,8,8.486552
5707,trjp,trjpped,V;PST,8,9.844224
5708,znjoy,znjoyed,V;PST,8,15.489184
5709,snsoghe,snsoghed,V;PST,9,7.8237133
5710,txksa,txksaed,V;PST,8,11.078422
5711,vctguje,vctgujed,V;PST,9,12.198058
5712,vnpt,vnptted,V;PST,8,10.99202
5713,infest,infested,V;PST,9,6.8099904
5714,compsain,compsained,V;PST,11,13.295497
5715,guoag,guoaged,V;PST,8,6.375231
5716,lzft,lzfted,V;PST,7,10.846236
5717,moupd,moupded,V;PST,8,11.845982
5718,zdorf,zdorfd,V;PST,7,12.379063
5719,ywnb,ywnbed,V;PST,7,6.4419
5720,kntend,kntended,V;PST,9,8.03315
5721,topcle,topcled,V;PST,8,6.22714
5722,shnfaie,shnfaied,V;PST,9,15.859057
5723,terrortee,terrorteed,V;PST,11,14.2106495
5724,garkoe,garkoed,V;PST,8,6.3118033
5725,iatr,iatred,V;PST,7,5.76105
5726,sefmp,sefmped,V;PST,8,9.356984
5727,vdnpaiize,vdnpaiized,V;PST,11,16.94333
5728,ruprue,ruprued,V;PST,8,8.6954775
5729,fqc,fqcbed,V;PST,7,17.70367
5730,rucl,rucled,V;PST,7,5.277403
5731,syamp,syampped,V;PST,9,12.351759
5732,colmk,colmked,V;PST,8,8.502914
5733,eoesl,eoesled,V;PST,8,6.4926777
5734,rqfgage,rqfgaged,V;PST,9,14.073698
5735,wict,wicted,V;PST,7,4.9595118
5736,plizon,plizoned,V;PST,9,6.7059755
5737,parachute,parachuted,V;PST,11,13.743799
5738,yonk,yonked,V;PST,7,6.8982134
5739,fhrub,fhrubed,V;PST,8,8.904466
5740,shroke,shroked,V;PST,8,5.6528726
5741,rksixoe,rksixoed,V;PST,9,16.785421
5742,oield,oielded,V;PST,8,9.316298
5743,pbxiyh,pbxiyhed,V;PST,9,11.683098
5744,wadgae,wadgaed,V;PST,8,10.478991
5745,uemh,uemhd,V;PST,6,13.941579
5746,vzjcrh,vzjcrhed,V;PST,9,17.10114
5747,hxunt,hxunted,V;PST,8,11.909649
5748,burgn,burgned,V;PST,8,5.6343327
5749,trccsxopm,trccsxopmed,V;PST,12,25.869154
5750,whooth,whoothed,V;PST,9,6.675393
5751,ypcn,ypcned,V;PST,7,9.950392
5752,pact,pacted,V;PST,7,4.7877784
5753,stsrve,stsrved,V;PST,8,12.882005
5754,bhla,bhlaed,V;PST,7,10.15648
5755,agrk,agrked,V;PST,7,6.5642753
5756,leii,leiied,V;PST,7,4.882404
5757,uower,uowered,V;PST,8,5.834813
5758,retrwgt,retrwgted,V;PST,10,11.477833
5759,defrhe,defrhed,V;PST,8,6.1337285
5760,ejhpubt,ejhpubted,V;PST,10,13.387789
5761,gkdrle,gkdrled,V;PST,8,11.350208
5762,sbcash,sbcashed,V;PST,9,15.385438
5763,rqfb,rqfbed,V;PST,7,18.947243
5764,intrigoe,intrigoed,V;PST,10,9.930444
5765,slop,slopped,V;PST,8,5.8010235
5766,wwqp,wwqpped,V;PST,8,13.518488
5767,tzdgz,tzdgzed,V;PST,8,9.952933
5768,bisp,bisped,V;PST,7,4.7848825
5769,faahy,faahied,V;PST,8,10.203534
5770,prfck,prfcked,V;PST,8,7.167636
5771,ojdy,ojdied,V;PST,7,12.485157
5772,bvqnce,bvqnced,V;PST,8,25.15549
5773,sycbre,sycbred,V;PST,8,8.88997
5774,rapion,rapioned,V;PST,9,6.645237
5775,foo,fooed,V;PST,6,4.2257614
5776,fgmbee,fgmbeed,V;PST,8,8.465912
5777,ixqpuue,ixqpuued,V;PST,9,21.740574
5778,sqatdzne,sqatdzned,V;PST,10,18.996515
5779,dlmmr,dlmmred,V;PST,8,14.097119
5780,takei,takeied,V;PST,8,6.8235226
5781,etpreas,etpreased,V;PST,10,7.739691
5782,negk,negked,V;PST,7,5.2484274
5783,slsfq,slsfqed,V;PST,8,14.3427305
5784,cznk,cznked,V;PST,7,17.112898
5785,lasm,lasmed,V;PST,7,4.8070316
5786,sqsivsl,sqsivsled,V;PST,10,20.147686
5787,dowvcoyd,dowvcoyded,V;PST,11,19.06848
5788,tevrpfy,tevrpfied,V;PST,10,15.913681
5789,sndtch,sndtched,V;PST,9,10.413955
5790,bqzse,bqzse,V;PST,6,17.232828
5791,bbndage,bbndaged,V;PST,9,9.280352
5792,mgtomn,mgtomned,V;PST,9,23.609638
5793,spitract,spitracted,V;PST,11,10.638046
5794,mbacx,mbacxed,V;PST,8,17.154886
5795,tiasg,tiasged,V;PST,8,5.799646
5796,befwivgd,befwivgded,V;PST,11,14.255808
5797,gajwwe,gajwwed,V;PST,8,9.108936
